,address_full,lat,lon,bike_score,transit_score,walk_score
1444,805 Brooks St Houston 77009,29.773101,-95.361,65,80,67
1445,805 Enid Houston 77009,29.807884,-95.375452,61,56,58
1446,805 Enid Houston 77009,29.807884,-95.375452,61,56,58
1447,805 Enid Houston 77009,29.807884,-95.375452,61,56,58
1448,807 Algona Ave Houston 77008,,,,,
1449,809 Herkimer St Houston 77007,29.7924109,-95.4061909,68,41,61
1450,810 E 28th St Houston 77009,29.812577,-95.383744,60,46,62
1451,810 Gale St Houston 77009,29.8056871,-95.3610309,65,55,60
1452,811 Alexander St Houston 77007,29.7886922,-95.407925,72,41,61
1453,811 Alexander St Houston 77007,29.7886922,-95.407925,72,41,61
1454,811 Wendel St Houston 77009,29.7822096,-95.3807207,59,42,59
1455,8111 Roswell St Houston 77022,29.822669,-95.369547,49,49,55
1456,814 W 26th St  D Houston 77008,,,,,
1457,814 W Heights Hollow Ln Houston 77007,,,,,
1458,815 Fisher St Houston 77018,29.823067,-95.426853,70,41,62
1459,815 Pecore St Houston 77009,29.790572,-95.379369,59,48,66
1460,816 A Dorothy St Houston 77007,29.786833,-95.408403,71,40,53
1461,817-B Delano St Houston 77003,29.7419689,-95.3540044,66,68,51
1462,817 Lawrence St Houston 77007,29.7887071,-95.406974,72,41,61
1463,819 W 43rd St Houston 77018,29.8326677,-95.4454245,44,34,45
1464,82 N Hutcheson Houston 77003,29.756543,-95.332424,73,48,53
1465,820 Kern st Houston 77008,,,,,
1466,821 Malone Houston 77007,29.7689063,-95.419331,63,43,79
1467,821 Pizer St Houston 77009,29.7936646,-95.3809981,57,48,67
1468,8210 Fulton St Houston 77022,29.8134712,-95.3696524,43,56,43
1469,822 W 26th St Houston 77008,29.809843,-95.414797,58,42,55
1470,823 Dorothy St Houston 77007,29.786833,-95.408403,71,40,53
1471,823 E 36th St Houston 77022,29.819495,-95.387394,53,45,33
1472,824 Ennis Houston 77003,29.7565371,-95.3398112,81,61,74
1473,824 W 22nd St Houston 77008,29.805726,-95.418088,58,42,62
1474,825 E 36th St Houston 77022,29.819495,-95.387394,53,45,33
1475,827 W 16th St Houston 77008,29.79972,-95.410079,65,43,71
1476,828 E 25th St Houston 77009,29.8089024,-95.3958918,62,43,69
1477,828 Ennis Houston 77003,29.7565371,-95.3398112,81,61,74
1478,828 Tulane St Houston 77007,29.7924602,-95.4023089,70,43,63
1479,832 A W 26th St Houston 77008,29.809843,-95.414797,58,42,55
1480,832 Garden Oaks Ter Houston 77018,29.8162943,-95.416865,74,43,61
1481,834 Cohn St Houston 77007,29.7700061,-95.4218366,62,44,72
1482,834 Cohn St Houston 77007,29.7700061,-95.4218366,62,44,72
1483,834 Peddie St Houston 77008,29.799217,-95.390192,61,49,69
1484,836 Herkimer St Houston 77007,29.7924109,-95.4061909,68,41,61
1485,836 Herkimer St Houston 77007,29.7924109,-95.4061909,68,41,61
1486,837 Yale St Houston 77007,29.7751592,-95.3986909,63,46,74
1487,838 26th Houston 77008,29.809843,-95.414797,58,42,55
1488,84 N Hutcheson Houston 77003,,,,,
1489,840 W 25th St  B Houston 77008,,,,,
1490,8402 Appleton Street Houston 77022,29.83473,-95.368165,49,56,47
1491,8404 Oak Leaf Point Drive Houston 77055,,,,,
1492,8406 Oak Leaf Point Drive Houston 77055,,,,,
1493,8409 Hempstead Street  H Houston 77008,,,,,
1494,8412 Oak Leaf Point Houston 77055,,,,,
1495,843 W 21ST Unit B Houston 77008,,,,,
1496,844 E 29th Houston 77009,,,,,
1497,844 E.29th Houston 77009,,,,,
1498,851 Fisher St #B Houston 77018,,,,,
1499,851 Fisher St #C Houston 77018,,,,,
1500,855 W 43rd St Houston 77018,29.8326677,-95.4454245,44,34,45
1501,864 Wakefield  D Houston 77018,29.824965,-95.438785,57,40,44
1502,864 Wakefield Street Unit C Houston 77018,,,,,
1503,864 Wakefield Street Unit E Houston 77018,,,,,
1504,867 Wakefield #D Houston 77018,29.824965,-95.438785,,,
1505,869 Wakefield #C Houston 77018,,,,,
1506,869 Wakefield #D Houston 77018,29.824965,-95.438785,,,
1507,871 Wakefield #C Houston 77018,,,,,
1508,873 Wakefield #B Houston 77018,29.824965,-95.438785,,,
1509,873 Wakefield #C Houston 77018,,,,,
1510,878 Fisher St Houston 77018,29.823067,-95.426853,70,41,62
1511,899 Knox Houston 77007,29.761265,-95.4209414,52,41,60
1512,901 Pecore St Houston 77009,29.790572,-95.379369,59,48,66
1513,901 Redan Houston 77009,29.7897782,-95.3730788,57,54,73
1514,903 W 30th St Houston 77018,29.8138587,-95.4114043,65,41,64
1515,904 Roy St Houston 77007,29.779182,-95.412661,58,36,76
1516,904b W 20th Houston 77008,,,,,
1517,905 W 19th St Houston 77008,29.802314,-95.4247272,67,37,77
1518,906 Reinerman St Houston 77007,29.779897,-95.413623,58,37,72
1519,907 Lawrence St Houston 77008,29.813772,-95.408224,66,42,57
1520,907 W 42nd St Houston 77018,29.8252981,-95.4202245,62,44,43
1521,908 Enid St Houston 77009,29.807884,-95.375452,61,56,58
1522,908 Hutchins Houston 77003,29.7567907,-95.3498213,78,88,84
1523,908 Kelley Houston 77009,29.8131,-95.365431,45,55,47
1524,908 Patterson St Houston 77007,29.7769985,-95.4062857,57,45,75
1525,910 Cohn St Houston 77007,29.7700061,-95.4218366,62,44,72
1526,910A W 18th St Houston 77008,29.8015449,-95.4598537,47,50,59
1527,910B W 18th St Houston 77008,29.8015449,-95.4598537,47,50,59
1528,910C W 18th St Houston 77008,29.8015449,-95.4598537,47,50,59
1529,910E W 18th St Houston 77008,29.8015449,-95.4598537,47,50,59
1530,911 Arlington St Houston 77008,29.7944276,-95.3942964,64,47,70
1531,911 E 32nd St Houston 77022,29.815284,-95.387524,62,42,54
1532,912 Graceland St Houston 77009,29.8085851,-95.3695923,57,58,58
1533,912 Northwood St Houston 77009,29.807452,-95.378636,64,54,65
1534,912 W W 25th St Unit: 1 Houston 77008,,,,,
1535,913-A Lawrence St Houston 77008,29.813772,-95.408224,66,42,57
1536,914 Bethlehem St Houston 77018,29.837219,-95.432958,47,41,31
1537,915 Reinicke St Houston 77007,,,,,
1538,916 Lawrence  B Houston 77008,29.813772,-95.408224,66,42,57
1539,916 Omar St Houston 77009,29.788054,-95.384311,65,45,75
1540,917 Milwaukee Houston 77009,29.809364,-95.365378,48,57,46
1541,918 Lester St Houston 77007,29.7679526,-95.41525,62,43,77
1542,919 Reinicke St Houston 77007,,,,,
1543,920 Thornton Rd Houston 77018,29.832356,-95.423062,50,42,25
1544,921 Kern St Houston 77009,29.803095,-95.381907,61,49,81
1545,9214 E Bronco Drive Houston 77055,,,,,
1546,922 Asbury St Houston 77007,29.7689188,-95.4184893,64,43,78
1547,922 W 15th 1/2 St Houston 77008,,,,,
1548,922 W 15th 1/2 St Houston 77008,,,,,
1549,923 Chantilly Ln Houston 77018,29.828882,-95.44152,43,37,45
1550,923 Chantilly Ln Houston 77018,29.828882,-95.44152,43,37,45
1551,925 Tulane Street Houston 77008,29.7924602,-95.4023089,70,43,63
1552,926 Prince St Houston 77008,29.7903249,-95.4134053,68,37,64
1553,926 W 26th St Houston 77008,29.809843,-95.414797,58,42,55
1554,927 Fugate St Houston 77009,29.795037,-95.3762929,50,54,69
1555,927 Gardenia Dr Houston 77018,29.827032,-95.424159,62,43,55
1556,928 Louise St Houston 77009,29.8053479,-95.3844428,63,47,71
1557,928 Mckinney Park Ln Houston 77003,,,,,
1558,929 Wynnwood Ln Houston 77008,29.793986,-95.440727,46,40,35
1559,9305 Highlawn St Houston 77022,29.8455634,-95.374767,44,41,61
1560,931 W 17th St Houston 77008,29.800744,-95.410088,68,44,76
1561,9314 Olathe St Houston 77055,29.796887,-95.515931,63,35,68
1562,933 W 24th St Unit E Houston 77008,,,,,
1563,934 Hillstar Houston 77009,,,,,
1564,934 Robbie Houston 77009,29.8046329,-95.3844365,63,47,71
1565,939 Colorado #10 Houston 77007,29.770765,-95.374701,,,
1566,94 N Hutcheson Houston 77003,29.756543,-95.332424,73,48,53
1567,947 W 41st St Houston 77018,29.8242419,-95.4203199,67,44,46
1568,949 W 24th St Houston 77008,29.807757,-95.418138,58,41,54
1569,953 W 23rd St Houston 77008,29.8066926,-95.4224409,66,38,67
1570,953 Yale St  B Houston 77008,,,,,
1571,953 Yale St  B Houston 77008,,,,,
1572,955 W 24 Unit C Houston 77008,,,,,
1573,96 N Hutcheson Houston 77003,29.756543,-95.332424,73,48,53
1574,960 Patterson St Houston 77007,29.7769985,-95.4062857,57,45,75
1575,962 Del Norte St Houston 77018,29.839821,-95.449523,38,34,4
1576,9802 Pine Lake Dr Houston 77055,29.789017,-95.534467,52,40,59
1577,9815 Oak Point Dr Houston 77055,29.792698,-95.534428,49,38,52
1578,9829 Pine Lake Dr Houston 77055,29.789017,-95.534467,52,40,59
